Фамилия_Номер_покупки,Продукт,Стоимость,Тип,Время покупки
Гилязетдинов_11,Творог,198,Еда,12:25
Гилязетдинов_11,Курица,378,Еда,12:25
Гилязетдинов_11,Хлеб,64,Еда,12:25
Гилязетдинов_12,Молоко,111,Напитки,9:15
Гилязетдинов_12,Яйца,121,Еда,9:15
Гилязетдинов_12,Овсянка,92,Еда,9:15
Гилязетдинов_13,Йогурт,82,Напитки,11:05
Гилязетдинов_13,Гречка,127,Бакалея,11:05
Гилязетдинов_13,Творог,203,Еда,11:05
Гилязетдинов_14,Курица,374,Еда,10:20
Гилязетдинов_14,Рис,114,Бакалея,10:20
Гилязетдинов_14,Кефир,91,Напитки,10:20
Гилязетдинов_15,Молоко,113,Напитки,12:45
Гилязетдинов_15,Хлеб,67,Еда,12:45
Гилязетдинов_15,Яйца,116,Еда,12:45
Гилязетдинов_16,Овсянка,89,Еда,9:55
Гилязетдинов_16,Творог,206,Еда,9:55
Гилязетдинов_16,Гречка,129,Бакалея,9:55
Гилязетдинов_17,Курица,376,Еда,11:35
Гилязетдинов_17,Рис,113,Бакалея,11:35
Гилязетдинов_17,Йогурт,86,Напитки,11:35
Гилязетдинов_18,Молоко,107,Напитки,10:10
Гилязетдинов_18,Яйца,119,Еда,10:10
Гилязетдинов_18,Хлеб,65,Еда,10:10
Гилязетдинов_19,Кефир,94,Напитки,12:00
Гилязетдинов_19,Творог,204,Еда,12:00
Гилязетдинов_19,Овсянка,91,Еда,12:00
Гилязетдинов_20,Гречка,126,Бакалея,11:15
Гилязетдинов_20,Курица,380,Еда,11:15
Гилязетдинов_20,Рис,117,Бакалея,11:15
Гилязетдинов_21,Молоко,110,Напитки,10:35
Гилязетдинов_21,Яйца,120,Еда,10:35
Гилязетдинов_21,Творог,201,Еда,10:35
Гилязетдинов_22,Кефир,95,Напитки,11:50
Гилязетдинов_22,Овсянка,90,Еда,11:50
Гилязетдинов_22,Хлеб,66,Еда,11:50
Гилязетдинов_23,Курица,373,Еда,9:40
Гилязетдинов_23,Гречка,130,Бакалея,9:40
Гилязетдинов_23,Рис,115,Бакалея,9:40
Гилязетдинов_24,Йогурт,84,Напитки,12:15
Гилязетдинов_24,Творог,207,Еда,12:15
Гилязетдинов_25,Молоко,112,Напитки,10:55
Гилязетдинов_25,Яйца,118,Еда,10:55
Гилязетдинов_25,Курица,377,Еда,10:55
Гилязетдинов_26,Кефир,92,Напитки,11:25
Гилязетдинов_26,Овсянка,88,Еда,11:25
Гилязетдинов_26,Хлеб,64,Еда,11:25
Гилязетдинов_27,Гречка,129,Бакалея,10:00
Гилязетдинов_27,Рис,114,Бакалея,10:00
Гилязетдинов_27,Творог,205,Еда,10:00
Гилязетдинов_28,Курица,379,Еда,11:45
Гилязетдинов_28,Молоко,109,Напитки,11:45
Гилязетдинов_29,Яйца,121,Еда,9:20
Гилязетдинов_29,Хлеб,67,Еда,9:20
Гилязетдинов_29,Йогурт,87,Напитки,9:20
Гилязетдинов_30,Овсянка,91,Еда,12:30
Гилязетдинов_30,Кефир,93,Напитки,12:30
Гилязетдинов_30,Творог,203,Еда,12:30
Гилязетдинов_31,Гречка,127,Бакалея,10:45
Гилязетдинов_31,Курица,374,Еда,10:45
Гилязетдинов_32,Рис,116,Бакалея,11:10
Гилязетдинов_32,Молоко,111,Напитки,11:10
Гилязетдинов_33,Яйца,119,Еда,9:55
Гилязетдинов_33,Хлеб,65,Еда,9:55
Гилязетдинов_34,Творог,206,Еда,12:20
Гилязетдинов_34,Овсянка,89,Еда,12:20
Гилязетдинов_35,Кефир,94,Напитки,10:30
Гилязетдинов_35,Гречка,128,Бакалея,10:30
Гилязетдинов_36,Курица,376,Еда,11:00
Гилязетдинов_36,Рис,113,Бакалея,11:00
Гилязетдинов_37,Молоко,110,Напитки,10:05
Гилязетдинов_37,Яйца,120,Еда,10:05
Гилязетдинов_38,Йогурт,85,Напитки,11:55
Гилязетдинов_38,Творог,204,Еда,11:55
Гилязетдинов_39,Овсянка,90,Еда,9:35
Гилязетдинов_39,Хлеб,66,Еда,9:35
Гилязетдинов_40,Гречка,130,Бакалея,12:05
Гилязетдинов_40,Курица,380,Еда,12:05
Гилязетдинов_41,Рис,115,Бакалея,10:20
Гилязетдинов_41,Кефир,92,Напитки,10:20
Гилязетдинов_42,Молоко,108,Напитки,11:40
Гилязетдинов_42,Яйца,118,Еда,11:40
Гилязетдинов_43,Творог,200,Еда,9:50
Гилязетдинов_43,Овсянка,88,Еда,9:50
Гилязетдинов_44,Хлеб,64,Еда,12:35
Гилязетдинов_44,Йогурт,86,Напитки,12:35
Гилязетдинов_45,Курица,378,Еда,10:15
Гилязетдинов_45,Гречка,129,Бакалея,10:15
Гилязетдинов_46,Рис,117,Бакалея,11:25
Гилязетдинов_46,Молоко,112,Напитки,11:25
Гилязетдинов_47,Яйца,119,Еда,9:25
Гилязетдинов_47,Кефир,95,Напитки,9:25
Гилязетдинов_48,Творог,207,Еда,12:10
Гилязетдинов_48,Овсянка,91,Еда,12:10
Гилязетдинов_49,Хлеб,67,Еда,10:55
Гилязетдинов_49,Курица,375,Еда,10:55
Гилязетдинов_50,Гречка,128,Бакалея,11:45
Гилязетдинов_50,Рис,114,Бакалея,11:45
Гилязетдинов_50,Молоко,110,Напитки,11:45
Гилязетдинов_50,Творог,205,Еда,11:45
Головинкина_1,Йогурт,88,Напитки,14:20
Головинкина_1,Овсяные хлопья,132,Еда,14:20
Головинкина_1,Творог,200,Еда,14:20
Головинкина_1,Бананы,178,Еда,14:20
Головинкина_2,Курица,365,Еда,15:10
Головинкина_2,Гречка,128,Бакалея,15:10
Головинкина_2,Яйца,118,Еда,15:10
Головинкина_3,Кефир,92,Напитки,13:45
Головинкина_3,Молоко,108,Напитки,13:45
Головинкина_3,Овсяные хлопья,130,Еда,13:45
Головинкина_4,Творог,195,Еда,16:05
Головинкина_4,Бананы,182,Еда,16:05
Головинкина_4,Рис,112,Бакалея,16:05
Головинкина_5,Курица,370,Еда,14:55
Головинкина_5,Йогурт,85,Напитки,14:55
Головинкина_5,Яйца,120,Еда,14:55
Головинкина_6,Гречка,126,Бакалея,15:30
Головинкина_6,Овсяные хлопья,134,Еда,15:30
Головинкина_6,Бананы,175,Еда,15:30
Головинкина_7,Кефир,94,Напитки,13:20
Головинкина_7,Творог,202,Еда,13:20
Головинкина_7,Молоко,110,Напитки,13:20
Головинкина_8,Курица,368,Еда,16:25
Головинкина_8,Рис,115,Бакалея,16:25
Головинкина_8,Яйца,116,Еда,16:25
Головинкина_9,Йогурт,87,Напитки,14:40
Головинкина_9,Бананы,180,Еда,14:40
Головинкина_9,Овсяные хлопья,129,Еда,14:40
Головинкина_10,Гречка,130,Бакалея,15:15
Головинкина_10,Творог,198,Еда,15:15
Головинкина_11,Молоко,107,Напитки,13:55
Головинкина_11,Кефир,93,Напитки,13:55
Головинкина_11,Яйца,119,Еда,13:55
Головинкина_12,Курица,372,Еда,16:10
Головинкина_12,Рис,114,Бакалея,16:10
Головинкина_12,Бананы,177,Еда,16:10
Головинкина_13,Овсяные хлопья,131,Еда,14:30
Головинкина_13,Йогурт,86,Напитки,14:30
Головинкина_14,Творог,205,Еда,15:45
Головинкина_14,Гречка,127,Бакалея,15:45
Головинкина_15,Молоко,109,Напитки,13:35
Головинкина_15,Кефир,91,Напитки,13:35
Головинкина_15,Бананы,179,Еда,13:35
Головинкина_16,Курица,375,Еда,16:40
Головинкина_16,Яйца,117,Еда,16:40
Головинкина_17,Рис,113,Бакалея,14:15
Головинкина_17,Овсяные хлопья,133,Еда,14:15
Головинкина_18,Творог,200,Еда,15:20
Головинкина_18,Йогурт,88,Напитки,15:20
Головинкина_19,Гречка,129,Бакалея,13:50
Головинкина_19,Бананы,181,Еда,13:50
Головинкина_20,Кефир,95,Напитки,16:00
Головинкина_20,Молоко,111,Напитки,16:00
Головинкина_21,Курица,369,Еда,14:45
Головинкина_21,Яйца,120,Еда,14:45
Головинкина_21,Рис,116,Бакалея,14:45
Головинкина_22,Овсяные хлопья,130,Еда,15:55
Головинкина_22,Творог,203,Еда,15:55
Головинкина_23,Бананы,176,Еда,13:30
Головинкина_23,Йогурт,84,Напитки,13:30
Головинкина_24,Гречка,128,Бакалея,16:20
Головинкина_24,Кефир,92,Напитки,16:20
Головинкина_25,Молоко,108,Напитки,14:10
Головинкина_25,Курица,374,Еда,14:10
Головинкина_26,Яйца,118,Еда,15:35
Головинкина_26,Рис,112,Бакалея,15:35
Головинкина_26,Бананы,183,Еда,15:35
Головинкина_27,Творог,201,Еда,13:40
Головинкина_27,Овсяные хлопья,132,Еда,13:40
Головинкина_28,Йогурт,87,Напитки,16:15
Головинкина_28,Кефир,94,Напитки,16:15
Головинкина_29,Гречка,126,Бакалея,14:25
Головинкина_29,Бананы,178,Еда,14:25
Головинкина_30,Молоко,110,Напитки,15:05
Головинкина_30,Курица,370,Еда,15:05
Головинкина_31,Яйца,119,Еда,13:15
Головинкина_31,Рис,115,Бакалея,13:15
Головинкина_32,Творог,204,Еда,16:30
Головинкина_32,Овсяные хлопья,129,Еда,16:30
Головинкина_33,Бананы,180,Еда,14:50
Головинкина_33,Йогурт,85,Напитки,14:50
Головинкина_34,Гречка,130,Бакалея,15:40
Головинкина_34,Кефир,93,Напитки,15:40
Головинкина_35,Молоко,107,Напитки,13:25
Головинкина_35,Курица,376,Еда,13:25
Головинкина_36,Яйца,116,Еда,16:45
Головинкина_36,Рис,114,Бакалея,16:45
Головинкина_37,Творог,199,Еда,14:05
Головинкина_37,Бананы,177,Еда,14:05
Головинкина_38,Овсяные хлопья,131,Еда,15:50
Головинкина_38,Йогурт,88,Напитки,15:50
Головинкина_39,Гречка,127,Бакалея,13:55
Головинкина_39,Кефир,91,Напитки,13:55
Головинкина_40,Молоко,109,Напитки,16:10
Головинкина_40,Курица,373,Еда,16:10
Головинкина_41,Яйца,120,Еда,14:35
Головинкина_41,Рис,113,Бакалея,14:35
Головинкина_42,Творог,206,Еда,15:25
Головинкина_42,Бананы,179,Еда,15:25
Головинкина_43,Овсяные хлопья,133,Еда,13:20
Головинкина_43,Йогурт,86,Напитки,13:20
Головинкина_44,Гречка,129,Бакалея,16:35
Головинкина_44,Кефир,95,Напитки,16:35
Головинкина_45,Молоко,111,Напитки,14:15
Головинкина_45,Курица,371,Еда,14:15
Головинкина_46,Яйца,117,Еда,15:45
Головинкина_46,Рис,116,Бакалея,15:45
Головинкина_47,Творог,202,Еда,13:40
Головинкина_47,Бананы,181,Еда,13:40
Головинкина_48,Овсяные хлопья,130,Еда,16:20
Головинкина_48,Йогурт,84,Напитки,16:20
Головинкина_49,Гречка,128,Бакалея,14:55
Головинкина_49,Кефир,92,Напитки,14:55
Головинкина_50,Молоко,108,Напитки,15:30
Головинкина_50,Курица,375,Еда,15:30
Головинкина_50,Яйца,118,Еда,15:30
Головинкина_50,Бананы,176,Еда,15:30
Давшиц_1,Пиво,780,Алкоголь,23:15
Давшиц_1,Сухарики,92,Фастфуд,23:16
Давшиц_1,Сигареты,105,Сигареты,23:17
Давшиц_2,Сидр,275,Алкоголь,1:40
Давшиц_2,Чипсы,135,Фастфуд,1:41
Давшиц_2,Сигареты,102,Сигареты,1:42
Давшиц_3,Пиво,750,Алкоголь,22:50
Давшиц_3,Чипсы,130,Фастфуд,22:51
Давшиц_3,Сигареты,104,Сигареты,22:52
Давшиц_4,Сидр,270,Алкоголь,3:10
Давшиц_4,Сухарики,88,Фастфуд,3:11
Давшиц_4,Сигареты,103,Сигареты,3:12
Давшиц_5,Пиво,1450,Алкоголь,0:35
Давшиц_5,Чипсы,133,Фастфуд,0:36
Давшиц_5,Сухарики,90,Фастфуд,0:37
Давшиц_5,Сигареты,105,Сигареты,0:38
Давшиц_6,Сидр,268,Алкоголь,2:20
Давшиц_6,Сигареты,101,Сигареты,2:21
Давшиц_7,Пиво,740,Алкоголь,23:55
Давшиц_7,Чипсы,128,Фастфуд,23:56
Давшиц_8,Сидр,272,Алкоголь,4:05
Давшиц_8,Сухарики,91,Фастфуд,4:06
Давшиц_8,Сигареты,104,Сигареты,4:07
Давшиц_9,Пиво,760,Алкоголь,22:30
Давшиц_9,Чипсы,132,Фастфуд,22:31
Давшиц_10,Сидр,275,Алкоголь,1:15
Давшиц_10,Сигареты,100,Сигареты,1:16
Давшиц_11,Пиво,730,Алкоголь,0:10
Давшиц_11,Сухарики,89,Фастфуд,0:11
Давшиц_12,Сидр,269,Алкоголь,3:45
Давшиц_12,Чипсы,134,Фастфуд,3:46
Давшиц_12,Сигареты,103,Сигареты,3:47
Давшиц_13,Пиво,1500,Алкоголь,23:40
Давшиц_13,Чипсы,130,Фастфуд,23:41
Давшиц_13,Сухарики,92,Фастфуд,23:42
Давшиц_14,Сидр,273,Алкоголь,2:55
Давшиц_14,Сигареты,102,Сигареты,2:56
Давшиц_15,Пиво,720,Алкоголь,1:20
Давшиц_15,Чипсы,129,Фастфуд,1:21
Давшиц_16,Сидр,267,Алкоголь,4:25
Давшиц_16,Сухарики,87,Фастфуд,4:26
Давшиц_17,Пиво,755,Алкоголь,22:15
Давшиц_17,Сигареты,105,Сигареты,22:16
Давшиц_18,Сидр,280,Алкоголь,3:30
Давшиц_18,Чипсы,131,Фастфуд,3:31
Давшиц_19,Пиво,1480,Алкоголь,0:45
Давшиц_19,Сухарики,90,Фастфуд,0:46
Давшиц_19,Сигареты,104,Сигареты,0:47
Давшиц_20,Сидр,270,Алкоголь,2:05
Давшиц_20,Сигареты,101,Сигареты,2:06
Давшиц_21,Пиво,735,Алкоголь,23:25
Давшиц_21,Чипсы,133,Фастфуд,23:26
Давшиц_22,Сидр,274,Алкоголь,1:50
Давшиц_22,Сухарики,88,Фастфуд,1:51
Давшиц_23,Пиво,745,Алкоголь,22:55
Давшиц_23,Сигареты,103,Сигареты,22:56
Давшиц_24,Сидр,271,Алкоголь,4:15
Давшиц_24,Чипсы,130,Фастфуд,4:16
Давшиц_25,Пиво,1520,Алкоголь,0:20
Давшиц_25,Чипсы,135,Фастфуд,0:21
Давшиц_25,Сухарики,91,Фастфуд,0:22
Давшиц_26,Сидр,276,Алкоголь,3:05
Давшиц_26,Сигареты,102,Сигареты,3:06
Давшиц_27,Пиво,730,Алкоголь,23:10
Давшиц_27,Чипсы,127,Фастфуд,23:11
Давшиц_28,Сидр,268,Алкоголь,1:35
Давшиц_28,Сухарики,89,Фастфуд,1:36
Давшиц_29,Пиво,760,Алкоголь,22:40
Давшиц_29,Сигареты,104,Сигареты,22:41
Давшиц_30,Сидр,279,Алкоголь,2:45
Давшиц_30,Чипсы,132,Фастфуд,2:46
Давшиц_31,Пиво,1490,Алкоголь,0:55
Давшиц_31,Сухарики,90,Фастфуд,0:56
Давшиц_32,Сидр,272,Алкоголь,3:55
Давшиц_32,Сигареты,105,Сигареты,3:56
Давшиц_33,Пиво,725,Алкоголь,23:45
Давшиц_33,Чипсы,129,Фастфуд,23:46
Давшиц_34,Сидр,270,Алкоголь,1:05
Давшиц_34,Сухарики,87,Фастфуд,1:06
Давшиц_35,Пиво,740,Алкоголь,22:20
Давшиц_35,Сигареты,103,Сигареты,22:21
Давшиц_36,Сидр,275,Алкоголь,4:30
Давшиц_36,Чипсы,134,Фастфуд,4:31
Давшиц_37,Пиво,1510,Алкоголь,0:15
Давшиц_37,Чипсы,131,Фастфуд,0:16
Давшиц_37,Сухарики,92,Фастфуд,0:17
Давшиц_38,Сидр,273,Алкоголь,2:30
Давшиц_38,Сигареты,101,Сигареты,2:31
Давшиц_39,Пиво,735,Алкоголь,23:35
Давшиц_39,Чипсы,130,Фастфуд,23:36
Давшиц_40,Сидр,268,Алкоголь,3:20
Давшиц_40,Сухарики,90,Фастфуд,3:21
Давшиц_41,Пиво,750,Алкоголь,22:05
Давшиц_41,Сигареты,104,Сигареты,22:06
Давшиц_42,Сидр,277,Алкоголь,1:55
Давшиц_42,Чипсы,133,Фастфуд,1:56
Давшиц_43,Пиво,1470,Алкоголь,0:40
Давшиц_43,Сухарики,88,Фастфуд,0:41
Давшиц_44,Сидр,271,Алкоголь,4:00
Давшиц_44,Сигареты,102,Сигареты,4:01
Давшиц_45,Пиво,730,Алкоголь,23:50
Давшиц_45,Чипсы,128,Фастфуд,23:51
Давшиц_46,Сидр,274,Алкоголь,2:15
Давшиц_46,Сухарики,91,Фастфуд,2:16
Давшиц_47,Пиво,760,Алкоголь,22:25
Давшиц_47,Сигареты,105,Сигареты,22:26
Давшиц_48,Сидр,269,Алкоголь,3:35
Давшиц_48,Чипсы,135,Фастфуд,3:36
Давшиц_49,Пиво,1530,Алкоголь,1:10
Давшиц_49,Чипсы,130,Фастфуд,1:11
Давшиц_49,Сухарики,89,Фастфуд,1:12
Давшиц_50,Сидр,276,Алкоголь,4:20
Давшиц_50,Сигареты,103,Сигареты,4:21
Евсеев_1,Сыр-косичка,225,Фастфуд,20:45
Евсеев_1,Энергетик,148,Напитки,20:46
Евсеев_1,Хинкали,385,Еда,20:47
Евсеев_2,Сыр-косичка,220,Фастфуд,21:15
Евсеев_2,Энергетик,145,Напитки,21:16
Евсеев_3,Хинкали,380,Еда,19:55
Евсеев_3,Сыр-косичка,228,Фастфуд,19:56
Евсеев_4,Энергетик,150,Напитки,22:10
Евсеев_4,Сыр-косичка,222,Фастфуд,22:11
Евсеев_5,Хинкали,390,Еда,20:30
Евсеев_5,Сухарики,92,Фастфуд,20:31
Евсеев_6,Сыр-косичка,226,Фастфуд,21:40
Евсеев_6,Энергетик,147,Напитки,21:41
Евсеев_7,Хинкали,375,Еда,20:05
Евсеев_7,Сыр-косичка,224,Фастфуд,20:06
Евсеев_8,Энергетик,146,Напитки,22:25
Евсеев_8,Чипсы,132,Фастфуд,22:26
Евсеев_9,Сыр-косичка,230,Фастфуд,19:45
Евсеев_9,Хинкали,382,Еда,19:46
Евсеев_10,Энергетик,149,Напитки,21:20
Евсеев_10,Сыр-косичка,221,Фастфуд,21:21
Евсеев_11,Хинкали,388,Еда,20:55
Евсеев_11,Сухарики,90,Фастфуд,20:56
Евсеев_12,Сыр-косичка,227,Фастфуд,22:05
Евсеев_12,Энергетик,145,Напитки,22:06
Евсеев_13,Хинкали,378,Еда,19:35
Евсеев_13,Сыр-косичка,223,Фастфуд,19:36
Евсеев_14,Энергетик,148,Напитки,21:50
Евсеев_14,Чипсы,130,Фастфуд,21:51
Евсеев_15,Сыр-косичка,225,Фастфуд,20:15
Евсеев_15,Хинкали,385,Еда,20:16
Евсеев_16,Энергетик,147,Напитки,22:30
Евсеев_16,Сыр-косичка,229,Фастфуд,22:31
Евсеев_17,Хинкали,380,Еда,20:40
Евсеев_17,Сухарики,91,Фастфуд,20:41
Евсеев_18,Сыр-косичка,222,Фастфуд,21:10
Евсеев_18,Энергетик,150,Напитки,21:11
Евсеев_19,Хинкали,390,Еда,19:50
Евсеев_19,Сыр-косичка,226,Фастфуд,19:51
Евсеев_20,Энергетик,146,Напитки,22:15
Евсеев_20,Чипсы,134,Фастфуд,22:16
Евсеев_21,Сыр-косичка,224,Фастфуд,20:25
Евсеев_21,Хинкали,377,Еда,20:26
Евсеев_22,Энергетик,149,Напитки,21:35
Евсеев_22,Сыр-косичка,228,Фастфуд,21:36
Евсеев_23,Хинкали,383,Еда,20:00
Евсеев_23,Сухарики,89,Фастфуд,20:01
Евсеев_24,Сыр-косичка,221,Фастфуд,22:40
Евсеев_24,Энергетик,145,Напитки,22:41
Евсеев_25,Хинкали,386,Еда,19:40
Евсеев_25,Сыр-косичка,225,Фастфуд,19:41
Евсеев_26,Энергетик,148,Напитки,21:25
Евсеев_26,Чипсы,131,Фастфуд,21:26
Евсеев_27,Сыр-косичка,230,Фастфуд,20:50
Евсеев_27,Хинкали,379,Еда,20:51
Евсеев_28,Энергетик,147,Напитки,22:00
Евсеев_28,Сыр-косичка,223,Фастфуд,22:01
Евсеев_29,Хинкали,384,Еда,20:10
Евсеев_29,Сухарики,92,Фастфуд,20:11
Евсеев_30,Сыр-косичка,227,Фастфуд,21:45
Евсеев_30,Энергетик,150,Напитки,21:46
Евсеев_31,Хинкали,381,Еда,19:55
Евсеев_31,Сыр-косичка,224,Фастфуд,19:56
Евсеев_32,Энергетик,146,Напитки,22:20
Евсеев_32,Чипсы,133,Фастфуд,22:21
Евсеев_33,Сыр-косичка,226,Фастфуд,20:35
Евсеев_33,Хинкали,388,Еда,20:36
Евсеев_34,Энергетик,149,Напитки,21:05
Евсеев_34,Сыр-косичка,222,Фастфуд,21:06
Евсеев_35,Хинкали,376,Еда,20:20
Евсеев_35,Сухарики,90,Фастфуд,20:21
Евсеев_36,Сыр-косичка,229,Фастфуд,22:35
Евсеев_36,Энергетик,145,Напитки,22:36
Евсеев_37,Хинкали,385,Еда,19:30
Евсеев_37,Сыр-косичка,225,Фастфуд,19:31
Евсеев_38,Энергетик,148,Напитки,21:55
Евсеев_38,Чипсы,130,Фастфуд,21:56
Евсеев_39,Сыр-косичка,223,Фастфуд,20:45
Евсеев_39,Хинкали,382,Еда,20:46
Евсеев_40,Энергетик,147,Напитки,22:10
Евсеев_40,Сыр-косичка,228,Фастфуд,22:11
Евсеев_41,Хинкали,379,Еда,20:05
Евсеев_41,Сухарики,91,Фастфуд,20:06
Евсеев_42,Сыр-косичка,221,Фастфуд,21:30
Евсеев_42,Энергетик,150,Напитки,21:31
Евсеев_43,Хинкали,387,Еда,19:45
Евсеев_43,Сыр-косичка,226,Фастфуд,19:46
Евсеев_44,Энергетик,146,Напитки,22:25
Евсеев_44,Чипсы,132,Фастфуд,22:26
Евсеев_45,Сыр-косичка,224,Фастфуд,20:55
Евсеев_45,Хинкали,380,Еда,20:56
Евсеев_46,Энергетик,149,Напитки,21:15
Евсеев_46,Сыр-косичка,230,Фастфуд,21:16
Евсеев_47,Хинкали,383,Еда,20:25
Евсеев_47,Сухарики,89,Фастфуд,20:26
Евсеев_48,Сыр-косичка,222,Фастфуд,22:05
Евсеев_48,Энергетик,145,Напитки,22:06
Евсеев_49,Хинкали,386,Еда,19:35
Евсеев_49,Сыр-косичка,225,Фастфуд,19:36
Евсеев_50,Энергетик,148,Напитки,21:40
Евсеев_50,Сыр-косичка,227,Фастфуд,21:41
Евсеев_50,Хинкали,384,Еда,21:42
Земцов_1,Вода,84,Напитки,8:05
Земцов_1,Батончик протеиновый,125,Сладости,8:05
Земцов_1,Бананы,170,Еда,8:05
Земцов_1,Яблоки,188,Еда,8:05
Земцов_2,Овсяное печенье,96,Сладости,7:40
Земцов_2,Вода,108,Напитки,7:40
Земцов_2,Батончик протеиновый,122,Сладости,7:40
Земцов_3,Бананы,175,Еда,8:20
Земцов_3,Яблоки,182,Еда,8:20
Земцов_3,Вода,86,Напитки,8:20
Земцов_4,Батончик протеиновый,127,Сладости,7:55
Земцов_4,Овсяное печенье,94,Сладости,7:55
Земцов_5,Вода,110,Напитки,8:35
Земцов_5,Бананы,173,Еда,8:35
Земцов_6,Яблоки,180,Еда,7:25
Земцов_6,Батончик протеиновый,124,Сладости,7:25
Земцов_6,Овсяное печенье,97,Сладости,7:25
Земцов_7,Вода,83,Напитки,8:15
Земцов_7,Бананы,169,Еда,8:15
Земцов_8,Яблоки,185,Еда,7:50
Земцов_8,Батончик протеиновый,126,Сладости,7:50
Земцов_9,Овсяное печенье,95,Сладости,8:30
Земцов_9,Вода,109,Напитки,8:30
Земцов_10,Бананы,174,Еда,7:35
Земцов_10,Яблоки,179,Еда,7:35
Земцов_11,Батончик протеиновый,123,Сладости,8:10
Земцов_11,Овсяное печенье,98,Сладости,8:10
Земцов_12,Вода,85,Напитки,7:45
Земцов_12,Бананы,171,Еда,7:45
Земцов_13,Яблоки,183,Еда,8:25
Земцов_13,Батончик протеиновый,128,Сладости,8:25
Земцов_14,Овсяное печенье,93,Сладости,7:20
Земцов_14,Вода,112,Напитки,7:20
Земцов_15,Бананы,176,Еда,8:40
Земцов_15,Яблоки,181,Еда,8:40
Земцов_16,Батончик протеиновый,121,Сладости,7:55
Земцов_16,Овсяное печенье,96,Сладости,7:55
Земцов_17,Вода,87,Напитки,8:00
Земцов_17,Бананы,172,Еда,8:00
Земцов_18,Яблоки,184,Еда,7:30
Земцов_18,Батончик протеиновый,125,Сладости,7:30
Земцов_19,Овсяное печенье,99,Сладости,8:15
Земцов_19,Вода,107,Напитки,8:15
Земцов_20,Бананы,170,Еда,7:50
Земцов_20,Яблоки,186,Еда,7:50
Земцов_21,Батончик протеиновый,124,Сладости,8:35
Земцов_21,Овсяное печенье,95,Сладости,8:35
Земцов_22,Вода,84,Напитки,7:40
Земцов_22,Бананы,174,Еда,7:40
Земцов_23,Яблоки,180,Еда,8:20
Земцов_23,Батончик протеиновый,127,Сладости,8:20
Земцов_24,Овсяное печенье,97,Сладости,7:25
Земцов_24,Вода,110,Напитки,7:25
Земцов_25,Бананы,169,Еда,8:05
Земцов_25,Яблоки,183,Еда,8:05
Земцов_26,Батончик протеиновый,123,Сладости,7:55
Земцов_26,Овсяное печенье,94,Сладости,7:55
Земцов_27,Вода,86,Напитки,8:30
Земцов_27,Бананы,175,Еда,8:30
Земцов_28,Яблоки,181,Еда,7:45
Земцов_28,Батончик протеиновый,126,Сладости,7:45
Земцов_29,Овсяное печенье,98,Сладости,8:10
Земцов_29,Вода,109,Напитки,8:10
Земцов_30,Бананы,171,Еда,7:35
Земцов_30,Яблоки,187,Еда,7:35
Земцов_31,Батончик протеиновый,125,Сладости,8:25
Земцов_31,Овсяное печенье,96,Сладости,8:25
Земцов_32,Вода,83,Напитки,7:50
Земцов_32,Бананы,173,Еда,7:50
Земцов_33,Яблоки,179,Еда,8:15
Земцов_33,Батончик протеиновый,128,Сладости,8:15
Земцов_34,Овсяное печенье,95,Сладости,7:20
Земцов_34,Вода,111,Напитки,7:20
Земцов_35,Бананы,176,Еда,8:40
Земцов_35,Яблоки,184,Еда,8:40
Земцов_36,Батончик протеиновый,122,Сладости,7:55
Земцов_36,Овсяное печенье,97,Сладости,7:55
Земцов_37,Вода,85,Напитки,8:00
Земцов_37,Бананы,170,Еда,8:00
Земцов_38,Яблоки,182,Еда,7:30
Земцов_38,Батончик протеиновый,124,Сладости,7:30
Земцов_39,Овсяное печенье,99,Сладости,8:35
Земцов_39,Вода,108,Напитки,8:35
Земцов_40,Бананы,172,Еда,7:45
Земцов_40,Яблоки,185,Еда,7:45
Земцов_41,Батончик протеиновый,126,Сладости,8:20
Земцов_41,Овсяное печенье,94,Сладости,8:20
Земцов_42,Вода,87,Напитки,7:25
Земцов_42,Бананы,174,Еда,7:25
Земцов_43,Яблоки,180,Еда,8:10
Земцов_43,Батончик протеиновый,123,Сладости,8:10
Земцов_44,Овсяное печенье,96,Сладости,7:50
Земцов_44,Вода,110,Напитки,7:50
Земцов_45,Бананы,169,Еда,8:30
Земцов_45,Яблоки,186,Еда,8:30
Земцов_46,Батончик протеиновый,127,Сладости,7:35
Земцов_46,Овсяное печенье,95,Сладости,7:35
Земцов_47,Вода,84,Напитки,8:05
Земцов_47,Бананы,171,Еда,8:05
Земцов_48,Яблоки,183,Еда,7:40
Земцов_48,Батончик протеиновый,125,Сладости,7:40
Земцов_49,Овсяное печенье,98,Сладости,8:25
Земцов_49,Вода,109,Напитки,8:25
Земцов_50,Бананы,175,Еда,7:55
Земцов_50,Яблоки,181,Еда,7:55
Земцов_50,Батончик протеиновый,124,Сладости,7:55
Кравчук_1,Кофе,48,Напитки,7:38
Кравчук_1,Сигареты,105,Сигареты,7:39
Кравчук_2,Кофе,82,Напитки,7:15
Кравчук_2,Сигареты,103,Сигареты,7:16
Кравчук_3,Кофе,45,Напитки,8:05
Кравчук_3,Сигареты,106,Сигареты,8:06
Кравчук_4,Кофе,62,Напитки,7:27
Кравчук_4,Сигареты,104,Сигареты,7:28
